Date,Strike,Premium,IV,Spot,tau,quantity,value,PC_type,DividendYield,moneyness,IR,delta
2017-07-01,2600,182.38,0.8869,2464.55,27,1,2464.55,1,0,1.05495932320302,0.0101,0.460928969988632
2017-07-01,2600,181,0.9257,2445.91,27,0.15,366.8865,1,0,1.06299904738932,0.0101,0.45469624855153
2017-07-01,2600,180.53,0.9227,2439.64,27,1,2439.64,1,0,1.0657310094932,0.0101,0.45017466424565
2017-07-01,2600,184.63,0.8503,2494.96,27,0.1,249.496,1,0,1.04210087536474,0.0101,0.476294220887113
2017-07-01,2600,177.69,0.9917,2401.16,27,0.31,744.3596,1,0,1.08280997517866,0.0101,0.437489192256047
2017-07-01,2600,182.14,0.8909,2461.29,27,0.1,246.129,1,0,1.05635662599694,0.0101,0.459366279396884
2017-07-01,2700,148.84,0.7978,2522.65,27,0.1,252.265,1,0,1.07030305432779,0.0101,0.420278060348304
2017-07-01,2700,145.41,0.8744,2464.55,27,1,2464.55,1,0,1.09553468178775,0.0101,0.39680959571422
2017-07-01,2700,147.18,0.8452,2494.5,27,0.1,249.45,1,0,1.0823812387252,0.0101,0.410528708726859
2017-07-01,2800,115.83,0.8688,2464.55,27,1,2464.55,1,0,1.13611004037248,0.0101,0.337704677369178
2017-07-01,2800,118.67,0.7969,2524.82,27,0.1,252.482,1,0,1.10898994779826,0.0101,0.357376202590673
2017-07-01,2800,114.66,0.8981,2439.64,27,1,2439.64,1,0,1.14771031791576,0.0101,0.330394255176895
2017-07-01,2800,118.17,0.9281,2436.42,27,0.05,121.821,1,0,1.14922714474516,0.0101,0.336569121586213
2017-07-01,2800,117.29,0.8421,2495.48,27,0.1,249.548,1,0,1.12202862775899,0.0101,0.350142817249745
2017-07-01,2800,128.85,0.9058,2477.81,27,0.05,123.8905,1,0,1.13003014759001,0.0101,0.355693947673176
2017-07-01,2800,115.68,0.872,2461.24,27,0.14,344.5736,1,0,1.13763793860006,0.0101,0.33651362283214
2017-07-01,2900,91.24,0.8694,2466.05,27,0.05,123.3025,1,0,1.1759696680927,0.0101,0.28633826923747
2017-07-01,3100,32.34,0.7601,2431.21,27,0.02,48.6242,1,0,1.27508524561844,0.0101,0.142642460699496
2017-07-01,3100,32.09,0.7584,2431.21,27,0.03,72.9363,1,0,1.27508524561844,0.0101,0.141999196731165
2017-07-01,3100,32.35,0.7591,2432.29,27,0.02,48.6458,1,0,1.27451907461692,0.0101,0.142748742345049
2017-07-01,3100,32.35,0.7591,2432.29,27,0.03,72.9687,1,0,1.27451907461692,0.0101,0.142748742345049
2017-07-01,3100,32.6,0.7604,2432.86,27,0.02,48.6572,1,0,1.27422046480274,0.0101,0.143497071563566
2017-07-01,3100,32.36,0.7587,2432.88,27,0.08,194.6304,1,0,1.27420998980632,0.0101,0.142862318956336
2017-07-01,1700,21.75,0.971,2416.61,27,0.02,48.3322,-1,0,0.703464770898076,0.0101,-0.0712218478421728
2017-07-01,1700,23.96,0.9982,2420.29,27,0.02,48.4058,-1,0,0.702395167521247,0.0101,-0.0749781810639157
2017-07-01,1700,23.98,1,2422.24,27,0.02,48.4448,-1,0,0.701829711341568,0.0101,-0.074856713473143
2017-07-01,1700,23.74,0.9974,2422.27,27,0.02,48.4454,-1,0,0.701821019126687,0.0101,-0.0744205266788225
2017-07-01,1700,23.74,0.9974,2422.35,27,0.01,24.2235,-1,0,0.701797840939584,0.0101,-0.074403396049845
2017-07-01,1700,23.98,1.0001,2422.35,27,0.01,24.2235,-1,0,0.701797840939584,0.0101,-0.0748496312009911
2017-07-01,1700,23.98,1,2422.27,27,0.02,48.4454,-1,0,0.701821019126687,0.0101,-0.0748502770483548
2017-07-01,1900,51.98,0.9682,2428.8,27,0.01,24.288,-1,0,0.782279314888011,0.0101,-0.142995617520336
2017-07-01,2200,88.57,0.7617,2460.2,27,0.01,24.602,-1,0,0.89423624095602,0.0101,-0.258886752362976
2017-07-01,2200,93.41,0.7817,2458.18,27,0.03,73.7454,-1,0,0.894971076162039,0.0101,-0.263778494991794
2017-07-01,2200,93.41,0.7816,2458.13,27,0.11,270.3943,-1,0,0.8949892804693,0.0101,-0.2637922384736
2017-07-01,2200,88.28,0.751,2452.35,27,0.5,1226.175,-1,0,0.897098701245744,0.0101,-0.261925980948047
2017-07-01,2200,88.29,0.7512,2452.53,27,0.5,1226.265,-1,0,0.897032859944629,0.0101,-0.261846566995326
2017-07-01,2200,88.27,0.7505,2452.01,27,0.5,1226.005,-1,0,0.897223094522453,0.0101,-0.262053188217458
2017-07-01,2200,91.47,0.7437,2432.84,27,0.02,48.6568,-1,0,0.904292925140987,0.0101,-0.273523276240916
2017-07-01,2200,91.36,0.7475,2436.37,27,0.39,950.1843,-1,0,0.902982716089921,0.0101,-0.271828217168475
2017-07-01,2200,92.24,0.7803,2459.75,27,0.02,49.195,-1,0,0.894399837381848,0.0101,-0.262551009663605
2017-07-01,2200,91.96,0.7696,2452.18,27,1,2452.18,-1,0,0.89716089357225,0.0101,-0.265434482186401
2017-07-01,2300,119.35,0.7638,2481.28,27,0.02,49.6256,-1,0,0.926940933711633,0.0101,-0.318226581789103
2017-07-01,2300,163.07,0.875,2430.23,27,0.1,243.023,-1,0,0.946412479477251,0.0101,-0.361833159210033
2017-07-01,2300,134.76,0.778,2450.27,27,0.14,343.0378,-1,0,0.938672064711236,0.0101,-0.341479398040453
2017-07-01,2400,215.18,0.8918,2439.65,27,0.02,48.793,-1,0,0.983747668722972,0.0101,-0.423905545625533
2017-07-01,2900,501.02,0.8683,2501.33,27,0.2,500.266,-1,0,1.15938320813327,0.0101,-0.693212982373023
2017-07-01,2900,500.8,0.8679,2501.52,27,0.2,500.304,-1,0,1.15929514854968,0.0101,-0.693219925629023
2017-07-01,3000,579.55,0.8648,2501.29,27,0.2,500.258,-1,0,1.19938111934242,0.0101,-0.742857020109741
2017-07-01,3000,579.56,0.8649,2501.33,27,0.2,500.266,-1,0,1.19936193944821,0.0101,-0.742802001555014
2017-07-01,3000,579.35,0.8646,2501.52,27,0.2,500.304,-1,0,1.19927084332726,0.0101,-0.742797109354945
2017-07-01,3000,589.67,0.8648,2488.05,27,0.01,24.8805,-1,0,1.20576354976789,0.0101,-0.750080487975626
2017-07-01,3300,855.09,0.9261,2492.97,27,0.01,24.9297,-1,0,1.32372230712764,0.0101,-0.837568254640898
2017-07-29,2300,525.61,1.0555,2695.45,27,0.01,26.9545,1,0,0.853289803186852,0.0106,0.757703536966338
2017-07-29,2400,430.42,0.9472,2690.11,27,0.01,26.9011,1,0,0.892156826300783,0.0106,0.717289305216447
2017-07-29,4200,29.08,1.0803,2717.97,27,5,13589.85,1,0,1.54527091910507,0.0106,0.0914952672978357
2017-07-29,4200,28.54,1.0757,2717.97,27,0.1,271.797,1,0,1.54527091910507,0.0106,0.0903583567025323
2017-07-29,2000,41.07,1.0005,2702.17,27,1,2702.17,-1,0,0.740145882753491,0.0106,-0.106611704261083
2017-07-29,2000,47.56,1.0483,2702.34,27,0.05,135.117,-1,0,0.740099321328922,0.0106,-0.114891535119221
2017-07-29,2000,41.06,1.0176,2737.14,27,0.1,273.714,-1,0,0.730689698005948,0.0106,-0.101171446717968
2017-07-29,2000,39.34,1.0002,2731.86,27,0.1,273.186,-1,0,0.732101937873829,0.0106,-0.099359057246507
2017-07-29,2000,47.62,1.0509,2705.81,27,0.1,270.581,-1,0,0.739150199016191,0.0106,-0.114460565699069
2017-07-29,2000,43.99,1.0146,2698.56,27,0.05,134.928,-1,0,0.741136013281157,0.0106,-0.110021092741299
2017-07-29,2000,43.67,1.0102,2695.96,27,0.05,134.798,-1,0,0.741850769299248,0.0106,-0.109901900380408
2017-07-29,2500,218.93,1.1001,2696.15,27,0.01,26.9615,-1,0,0.92724811305009,0.0106,-0.34285903437782
2017-07-29,2700,308.29,1.1003,2730.67,27,0.01,27.3067,-1,0,0.988768324257417,0.0106,-0.424657115768832
2017-07-29,2700,313.82,1.1197,2731.28,27,0.01,27.3128,-1,0,0.988547494215166,0.0106,-0.423610357947223
2017-07-29,2700,321.63,1.1213,2714.18,27,0.02,54.2836,-1,0,0.994775585996507,0.0106,-0.431627583379457
2017-07-29,2700,304.84,1.1072,2741.35,27,0.05,137.0675,-1,0,0.984916190927828,0.0106,-0.419316288911624
2017-07-29,2800,381.4,1.1601,2734.07,27,0.01,27.3407,-1,0,1.02411423262755,0.0106,-0.466239121932905
2017-07-29,2800,386.76,1.2477,2778.44,27,0.01,27.7844,-1,0,1.00775975007558,0.0106,-0.440695385229225
2017-09-02,2700,2375.51,1.9192,4961.38,27,0.01,49.6138,1,0,0.544203427272251,0.01,0.923357935350953
2017-09-02,3100,1853.14,0.9102,4941.7,27,0.1,494.17,1,0,0.627314486917458,0.01,0.977806334051282
2017-09-02,3300,1486.21,0.8656,4715.14,27,0.01,47.1514,1,0,0.69987317449747,0.01,0.949148151186976
2017-09-02,3500,1498.83,0.8609,4969.6,27,1,4969.6,1,0,0.70428203477141,0.01,0.947112994870735
2017-09-02,3700,976,0.4275,4672.07,27,0.1,467.207,1,0,0.791940189252301,0.01,0.980809058133058
2017-09-02,3700,1043.36,0.8469,4666.18,27,0.1,466.618,1,0,0.792939835154237,0.01,0.869838131831342
2017-09-02,3800,793.77,0.5458,4561.92,27,0.1,456.192,1,0,0.832982603815937,0.01,0.904942985475706
2017-09-02,3800,893.81,0.8628,4576.62,27,0.1,457.662,1,0,0.830307082519414,0.01,0.819362011129021
2017-09-02,4600,507.16,0.8773,4722.13,27,0.1,472.213,1,0,0.974136671374994,0.01,0.59181760864053
2017-09-02,4600,505.94,0.9036,4697.65,27,0.1,469.765,1,0,0.9792130107607,0.01,0.583698357307537
2017-09-02,4600,424.12,0.7547,4686.36,27,0.9,4217.724,1,0,0.981572051656296,0.01,0.57802755570628
2017-09-02,4600,400.74,0.749,4648.98,27,0.2,929.796,1,0,0.989464355622094,0.01,0.562566717763453
2017-09-02,4900,299.21,0.7751,4675.21,27,0.99,4628.4579,1,0,1.04808126265986,0.01,0.454678465251047
2017-09-02,4900,349.85,0.8206,4734.14,27,0.99,4686.7986,1,0,1.03503487433832,0.01,0.484293117305902
2017-09-02,4900,349.85,0.8206,4734.14,27,0.51,2414.4114,1,0,1.03503487433832,0.01,0.484293117305902
2017-09-02,5000,255.03,0.8007,4628.46,27,0.1,462.846,1,0,1.08027292015055,0.01,0.404283174408862
2017-09-02,5000,307.8,0.8108,4735.34,27,0.1,473.534,1,0,1.05589039013038,0.01,0.447095354435974
2017-09-02,5000,290.62,0.8699,4627.78,27,0.99,4581.5022,1,0,1.08043165405443,0.01,0.418570551893063
2017-09-02,5000,210.45,0.8002,4516.16,27,0.01,45.1616,1,0,1.10713526535818,0.01,0.361137013892846
2017-09-02,5000,241.64,0.8327,4559.2,27,0.9,4103.28,1,0,1.09668362870679,0.01,0.385525122585049
2017-09-02,5000,289.19,0.8107,4694.67,27,0.1,469.467,1,0,1.06503758517638,0.01,0.431653118279126
2017-09-02,5000,443.54,0.886,4928.17,27,0.09,443.5353,1,0,1.01457539005351,0.01,0.525318829668969
2017-09-02,5000,443.45,0.8868,4927.24,27,0.01,49.2724,1,0,1.01476688775055,0.01,0.525071065811961
2017-09-02,5000,335.98,0.8262,4779.21,27,0.1,477.921,1,0,1.0461980118053,0.01,0.465997024332717
2017-09-02,5000,242.02,0.824,4566.33,27,0.1,456.633,1,0,1.09497123510565,0.01,0.386107074114215
2017-09-02,5000,447.26,0.8529,4969.6,27,0.5,2484.8,1,0,1.00611719253059,0.01,0.537002203059925
2017-09-02,5000,447.27,0.8528,4969.63,27,0.5,2484.815,1,0,1.00611111893642,0.01,0.537006063559684
2017-09-02,5000,267.23,0.8752,4568.08,27,0.01,45.6808,1,0,1.09455175916359,0.01,0.398428297518907
2017-09-02,5000,254.59,0.8009,4628.98,27,0.01,46.2898,1,0,1.08015156686786,0.01,0.404527500604757
2017-09-02,5100,300.74,0.8709,4713.84,27,0.01,47.1384,1,0,1.08192047248103,0.01,0.416499267286895
2017-09-02,5300,217.5,0.8619,4657.35,27,1,4657.35,1,0,1.13798619386561,0.01,0.333218790150937
2017-09-02,5300,217.97,0.8629,4657.41,27,0.99,4610.8359,1,0,1.13797153353473,0.01,0.333519224097172
2017-09-02,5400,313.98,0.8702,4975.92,27,1,4975.92,1,0,1.08522645058602,0.01,0.41133643238861
2017-09-02,5400,207.69,0.8947,4656.65,27,0.99,4610.0835,1,0,1.15963192423738,0.01,0.31422292315674
2017-09-02,5400,206.32,0.8912,4657.41,27,1,4657.41,1,0,1.15944269454482,0.01,0.313449379397761
2017-09-02,5600,182.72,0.812,4846.68,27,0.05,242.334,1,0,1.15543010885802,0.01,0.294459777448923
2017-09-02,5600,196.64,0.778,4940.67,27,0.1,494.067,1,0,1.1334495119083,0.01,0.314655169061781
2017-09-02,5600,146.67,0.8561,4656.06,27,0.07,325.9242,1,0,1.2027336417486,0.01,0.250408651832995
2017-09-02,5600,161.15,0.7108,4928.19,27,0.5,2464.095,1,0,1.13631982533141,0.01,0.287550033908297
2017-09-02,5600,146.9,0.852,4663.59,27,0.05,233.1795,1,0,1.20079166479043,0.01,0.251241439149536
2017-09-02,5600,145.81,0.8708,4629.01,27,0.53,2453.3753,1,0,1.20976191453464,0.01,0.247468695258707
2017-09-02,5600,175.58,0.9037,4682.23,27,0.7,3277.561,1,0,1.19601130230681,0.01,0.273475249401895
2017-09-02,5600,183.17,0.805,4858.71,27,0.05,242.9355,1,0,1.15256930337476,0.01,0.296086083148531
2017-09-02,5600,182.41,0.8166,4838.47,27,0.05,241.9235,1,0,1.15739066275083,0.01,0.293308776223389
2017-09-02,5600,145.33,0.8807,4613.53,27,1.61,7427.7833,1,0,1.21382108710684,0.01,0.246321162938598
2017-09-02,5600,145.33,0.8807,4613.53,27,0.53,2445.1709,1,0,1.21382108710684,0.01,0.246321162938598
2017-09-02,5600,145.4,0.8794,4615.92,27,0.11,507.7512,1,0,1.21319260299139,0.01,0.246572586850715
2017-09-02,5600,145.59,0.876,4622.06,27,0.1,462.206,1,0,1.21158098337105,0.01,0.247201670677125
2017-09-02,3400,37.14,0.8797,4642.28,27,1,4642.28,-1,0,0.732398735104302,0.01,-0.0771709884943642
2017-09-02,3400,20.32,0.7216,4515.17,27,0.2,903.034,-1,0,0.753017051406702,0.01,-0.0608998091411249
2017-09-02,3500,57.77,0.8548,4548.89,27,1,4548.89,-1,0,0.769418473517715,0.01,-0.106219949061529
2017-09-02,3500,54.59,0.8402,4548.78,27,1,4548.78,-1,0,0.769437079832395,0.01,-0.103036065670256
2017-09-02,3600,68.08,0.839,4568.91,27,1,4568.91,-1,0,0.787934102444566,0.01,-0.12265448675106
2017-09-02,3600,73.39,0.8549,4558.28,27,1,4558.28,-1,0,0.789771580508437,0.01,-0.128297227834778
2017-09-02,3600,54.3,0.7944,4601.95,27,0.09,414.1755,-1,0,0.782277078195113,0.01,-0.106029149797336
2017-09-02,3600,53.3,0.7514,4517,27,0.81,3658.77,-1,0,0.796989152092097,0.01,-0.111965839425004
2017-09-02,3600,53.67,0.7671,4548.57,27,0.1,454.857,-1,0,0.791457535005507,0.01,-0.109562399094647
2017-09-02,3600,50.49,0.7828,4632.15,27,1,4632.15,-1,0,0.777176904892976,0.01,-0.0978392098015536
2017-09-02,3600,186.3,1.2702,4657.41,27,0.1,465.741,-1,0,0.772961796363215,0.01,-0.17870394298709
2017-09-02,3600,185.36,1.2674,4657.41,27,0.5,2328.705,-1,0,0.772961796363215,0.01,-0.178372185118975
2017-09-02,3600,185.36,1.2674,4657.41,27,1,4657.41,-1,0,0.772961796363215,0.01,-0.178372185118975
2017-09-02,3700,103.72,0.8966,4568.99,27,1,4568.99,-1,0,0.809806981411647,0.01,-0.161072823618657
2017-09-02,3700,99.16,0.8817,4569.72,27,1,4569.72,-1,0,0.809677617009357,0.01,-0.157841452311617
2017-09-02,3700,97.82,0.8776,4570.8,27,2.25,10284.3,-1,0,0.80948630436685,0.01,-0.156744325576262
2017-09-02,3700,94.09,0.8629,4567.24,27,1,4567.24,-1,0,0.81011726994859,0.01,-0.154399021249412
2017-09-02,3700,19.91,0.5643,4629.31,27,0.1,462.931,-1,0,0.799255180577667,0.01,-0.0615924566517526
2017-09-02,3800,103.95,0.7944,4519.77,27,0.5,2259.885,-1,0,0.840750746166287,0.01,-0.180283308792402
2017-09-02,3800,90.2,0.9514,4928.74,27,0.3,1478.622,-1,0,0.770988122725078,0.01,-0.127696841581084
2017-09-02,3800,86.17,0.7808,4608.02,27,0.02,92.1604,-1,0,0.824649198571187,0.01,-0.154448850722854
2017-09-02,3800,96.17,0.7796,4536.25,27,0.35,1587.6875,-1,0,0.837696335078534,0.01,-0.172394717389727
2017-09-02,3800,88.22,0.9428,4928.74,27,0.09,443.5866,-1,0,0.770988122725078,0.01,-0.126027776227297
2017-09-02,3800,88.72,0.9446,4928.74,27,0.01,49.2874,-1,0,0.770988122725078,0.01,-0.126378724431368
2017-09-02,3800,89.21,0.9465,4928.74,27,0.01,49.2874,-1,0,0.770988122725078,0.01,-0.126748245458877
2017-09-02,3800,87.66,0.7876,4613.53,27,1,4613.53,-1,0,0.82366430910821,0.01,-0.15477357954462
2017-09-02,3800,100.37,0.7794,4521.21,27,0.09,406.9089,-1,0,0.840482968055012,0.01,-0.176375707759662
2017-09-02,3800,94.62,0.7799,4549.06,27,0.4,1819.624,-1,0,0.835337410366098,0.01,-0.169092713334769
2017-09-02,3800,91.64,0.7846,4581.96,27,0.02,91.6392,-1,0,0.829339409335743,0.01,-0.161805760015574
2017-09-02,3900,131.1,0.7983,4520.78,27,0.1,452.078,-1,0,0.862682988333872,0.01,-0.214101495665889
2017-09-02,3900,118.78,0.7863,4568.33,27,0.1,456.833,-1,0,0.853703651005947,0.01,-0.197662851750381
2017-09-02,4300,116.6,0.6904,4940.67,27,0.5,2470.335,-1,0,0.870327303786733,0.01,-0.201164394612853
2017-09-02,4400,271.02,0.7853,4656.62,27,1,4656.62,-1,0,0.944891358968522,0.01,-0.353586650569875
2017-09-02,4400,302.73,0.8529,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.357828376562576
2017-09-02,4400,279.44,0.8038,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.354663971569934
2017-09-02,4400,275.25,0.7949,4657.41,27,0.85,3958.7985,-1,0,0.944731084443929,0.01,-0.354016840776003
2017-09-02,4400,256.16,0.7544,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.3507515062724
2017-09-02,4400,244.51,0.7297,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.348477181040373
2017-09-02,4400,232.87,0.7049,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.345952000323058
2017-09-02,4400,209.58,0.6551,4657.41,27,0.1,465.741,-1,0,0.944731084443929,0.01,-0.340046088259493
2017-09-02,4400,141.63,0.6998,4969.63,27,0.5,2484.815,-1,0,0.885377784664049,0.01,-0.230050903594966
2017-09-02,4400,251.36,0.7362,4637.6,27,0.1,463.76,-1,0,0.94876660341556,0.01,-0.357007658609589
2017-09-02,4400,232.2,0.7,4643.9,27,0.29,1346.731,-1,0,0.947479489222421,0.01,-0.351063546985994
2017-09-02,4400,232.14,0.6991,4642.9,27,0.11,510.719,-1,0,0.947683559844063,0.01,-0.351391847129714
2017-09-02,4500,338.54,0.8297,4656.62,27,0.85,3958.127,-1,0,0.966366162581443,0.01,-0.394457986065743
2017-09-02,4500,319.5,0.7914,4657.41,27,1,4657.41,-1,0,0.966202245454018,0.01,-0.393274696749812
2017-09-02,4500,312.98,0.7781,4657.41,27,0.85,3958.7985,-1,0,0.966202245454018,0.01,-0.392897694944146
2017-09-02,4500,339.47,0.8316,4656.62,27,1,4656.62,-1,0,0.966366162581443,0.01,-0.394494744631143
2017-09-02,4500,359.03,0.8716,4656.62,27,1,4656.62,-1,0,0.966366162581443,0.01,-0.395130905942625
2017-09-02,4500,403.51,0.8743,4538.96,27,1,4538.96,-1,0,0.99141653594656,0.01,-0.437126395915482
2017-09-02,4500,182.92,0.6897,4917.2,27,1,4917.2,-1,0,0.91515496624095,0.01,-0.284207595558944
2017-09-02,4500,341.44,0.8292,4639.19,27,0.1,463.919,-1,0,0.969996917565351,0.01,-0.400862320091967
2017-09-02,4500,174.04,0.6697,4916.37,27,0.85,4178.9145,-1,0,0.915309466130499,0.01,-0.280629126010964
2017-09-02,4500,350.88,0.7742,4551,27,0.1,455.1,-1,0,0.988793671720501,0.01,-0.435528290412665
