Date,Strike,Premium,IV,Spot,tau,quantity,value,PC_type,DividendYield,moneyness,IR,delta
2017/7/1,3100,32.09,0.7584,2431.21,27,0.03,72.9363,1,0,1.275085246,0.0101,0.976030813
2017/7/1,3100,32.35,0.7591,2432.29,27,0.02,48.6458,1,0,1.274519075,0.0101,0.976139167
2017/7/1,3100,32.35,0.7591,2432.29,27,0.03,72.9687,1,0,1.274519075,0.0101,0.976139167
2017/7/1,3100,32.6,0.7604,2432.86,27,0.02,48.6572,1,0,1.274220465,0.0101,0.976330934
2017/7/1,3100,32.36,0.7587,2432.88,27,0.08,194.6304,1,0,1.27420999,0.0101,0.976084392
2017/7/1,1700,21.75,0.971,2416.61,27,0.02,48.3322,-1,0,0.703464771,0.0101,0.995933454
2017/7/1,1700,23.96,0.9982,2420.29,27,0.02,48.4058,-1,0,0.702395168,0.0101,0.996677022
2017/7/1,1700,23.98,1,2422.24,27,0.02,48.4448,-1,0,0.701829711,0.0101,0.99672302
2017/7/1,1700,23.74,0.9974,2422.27,27,0.02,48.4454,-1,0,0.701821019,0.0101,0.996658681
2017/7/1,1700,23.74,0.9974,2422.35,27,0.01,24.2235,-1,0,0.701797841,0.0101,0.996658746
2017/7/1,1700,23.98,1.0001,2422.35,27,0.01,24.2235,-1,0,0.701797841,0.0101,0.99672556
2017/7/1,1700,23.98,1,2422.27,27,0.02,48.4454,-1,0,0.701821019,0.0101,0.996723044
2017/7/1,1900,51.98,0.9682,2428.8,27,0.01,24.288,-1,0,0.782279315,0.0101,0.995583736
2017/7/1,2200,88.57,0.7617,2460.2,27,0.01,24.602,-1,0,0.894236241,0.0101,0.981057564
2017/7/1,2200,93.41,0.7817,2458.18,27,0.03,73.7454,-1,0,0.894971076,0.0101,0.983222209
2017/7/1,2200,93.41,0.7816,2458.13,27,0.11,270.3943,-1,0,0.89498928,0.0101,0.98321167
2017/7/1,2200,88.28,0.751,2452.35,27,0.5,1226.175,-1,0,0.897098701,0.0101,0.979762285
2017/7/1,2200,88.29,0.7512,2452.53,27,0.5,1226.265,-1,0,0.89703286,0.0101,0.979787332
2017/7/1,2200,88.27,0.7505,2452.01,27,0.5,1226.005,-1,0,0.897223095,0.0101,0.979700119
2017/7/1,2200,91.47,0.7437,2432.84,27,0.02,48.6568,-1,0,0.904292925,0.0101,0.97876016
2017/7/1,2200,91.36,0.7475,2436.37,27,0.39,950.1843,-1,0,0.902982716,0.0101,0.979252268
2017/7/1,2200,92.24,0.7803,2459.75,27,0.02,49.195,-1,0,0.894399837,0.0101,0.98308372
2017/7/1,2200,91.96,0.7696,2452.18,27,1,2452.18,-1,0,0.897160894,0.0101,0.981906025
2017/7/1,2300,119.35,0.7638,2481.28,27,0.02,49.6256,-1,0,0.926940934,0.0101,0.980878307
2017/7/1,2300,163.07,0.875,2430.23,27,0.1,243.023,-1,0,0.946412479,0.0101,0.990496888
2017/7/1,2300,134.76,0.778,2450.27,27,0.14,343.0378,-1,0,0.938672065,0.0101,0.982328881
2017/7/1,2400,215.18,0.8918,2439.65,27,0.02,48.793,-1,0,0.983747669,0.0101,0.991328376
2017/7/1,2900,501.02,0.8683,2501.33,27,0.2,500.266,-1,0,1.159383208,0.0101,0.988801678
2017/7/1,2900,500.8,0.8679,2501.52,27,0.2,500.304,-1,0,1.159295149,0.0101,0.988771946
2017/7/1,3000,579.55,0.8648,2501.29,27,0.2,500.258,-1,0,1.199381119,0.0101,0.988306221
2017/7/1,3000,579.56,0.8649,2501.33,27,0.2,500.266,-1,0,1.199361939,0.0101,0.98831419
2017/7/1,3000,579.35,0.8646,2501.52,27,0.2,500.304,-1,0,1.199270843,0.0101,0.988291111
2017/7/1,3000,589.67,0.8648,2488.05,27,0.01,24.8805,-1,0,1.20576355,0.0101,0.988270101
2017/7/1,3300,855.09,0.9261,2492.97,27,0.01,24.9297,-1,0,1.323722307,0.0101,0.991901996
2017/7/29,2300,525.61,1.0555,2695.45,27,0.01,26.9545,1,0,0.853289803,0.0106,0.997623992
2017/7/29,2400,430.42,0.9472,2690.11,27,0.01,26.9011,1,0,0.892156826,0.0106,0.994492658
2017/7/29,4200,29.08,1.0803,2717.97,27,5,13589.85,1,0,1.545270919,0.0106,0.997283379
2017/7/29,4200,28.54,1.0757,2717.97,27,0.1,271.797,1,0,1.545270919,0.0106,0.997180737
2017/7/29,2000,41.07,1.0005,2702.17,27,1,2702.17,-1,0,0.740145883,0.0106,0.996659174
2017/7/29,2000,47.56,1.0483,2702.34,27,0.05,135.117,-1,0,0.740099321,0.0106,0.997682459
2017/7/29,2000,41.06,1.0176,2737.14,27,0.1,273.714,-1,0,0.730689698,0.0106,0.99708568
2017/7/29,2000,39.34,1.0002,2731.86,27,0.1,273.186,-1,0,0.732101938,0.0106,0.996672827
2017/7/29,2000,47.62,1.0509,2705.81,27,0.1,270.581,-1,0,0.739150199,0.0106,0.997730718
2017/7/29,2000,43.99,1.0146,2698.56,27,0.05,134.928,-1,0,0.741136013,0.0106,0.996993922
2017/7/29,2000,43.67,1.0102,2695.96,27,0.05,134.798,-1,0,0.741850769,0.0106,0.99689032
2017/7/29,2500,218.93,1.1001,2696.15,27,0.01,26.9615,-1,0,0.927248113,0.0106,0.998257829
2017/7/29,2700,308.29,1.1003,2730.67,27,0.01,27.3067,-1,0,0.988768324,0.0106,0.998196884
2017/7/29,2700,313.82,1.1197,2731.28,27,0.01,27.3128,-1,0,0.988547494,0.0106,0.998462986
2017/7/29,2700,321.63,1.1213,2714.18,27,0.02,54.2836,-1,0,0.994775586,0.0106,0.998477918
2017/7/29,2700,304.84,1.1072,2741.35,27,0.05,137.0675,-1,0,0.984916191,0.0106,0.998299609
2017/7/29,2800,381.4,1.1601,2734.07,27,0.01,27.3407,-1,0,1.024114233,0.0106,0.99888424
2017/7/29,2800,386.76,1.2477,2778.44,27,0.01,27.7844,-1,0,1.00775975,0.0106,0.999489313
2017/9/2,2700,2375.51,1.9192,4961.38,27,0.01,49.6138,1,0,0.544203427,0.01,0.999999806
2017/9/2,3100,1853.14,0.9102,4941.7,27,0.1,494.17,1,0,0.627314487,0.01,0.994139784
2017/9/2,3300,1486.21,0.8656,4715.14,27,0.01,47.1514,1,0,0.699873174,0.01,0.991535925
2017/9/2,3500,1498.83,0.8609,4969.6,27,1,4969.6,1,0,0.704282035,0.01,0.991235283
2017/9/2,3700,976,0.4275,4672.07,27,0.1,467.207,1,0,0.791940189,0.01,0.909427391
2017/9/2,3700,1043.36,0.8469,4666.18,27,0.1,466.618,1,0,0.792939835,0.01,0.989676758
2017/9/2,3800,793.77,0.5458,4561.92,27,0.1,456.192,1,0,0.832982604,0.01,0.942679032
2017/9/2,3800,893.81,0.8628,4576.62,27,0.1,457.662,1,0,0.830307083,0.01,0.990443594
2017/9/2,4600,507.16,0.8773,4722.13,27,0.1,472.213,1,0,0.974136671,0.01,0.990467802
2017/9/2,4600,505.94,0.9036,4697.65,27,0.1,469.765,1,0,0.979213011,0.01,0.992015003
2017/9/2,4600,424.12,0.7547,4686.36,27,0.9,4217.724,1,0,0.981572052,0.01,0.979042429
2017/9/2,4600,400.74,0.749,4648.98,27,0.2,929.796,1,0,0.989464356,0.01,0.978207235
2017/9/2,4900,299.21,0.7751,4675.21,27,0.99,4628.4579,1,0,1.048081263,0.01,0.980733869
2017/9/2,4900,349.85,0.8206,4734.14,27,0.99,4686.7986,1,0,1.035034874,0.01,0.985637017
2017/9/2,4900,349.85,0.8206,4734.14,27,0.51,2414.4114,1,0,1.035034874,0.01,0.985637017
2017/9/2,5000,255.03,0.8007,4628.46,27,0.1,462.846,1,0,1.08027292,0.01,0.983274009
2017/9/2,5000,307.8,0.8108,4735.34,27,0.1,473.534,1,0,1.05589039,0.01,0.984524354
2017/9/2,5000,290.62,0.8699,4627.78,27,0.99,4581.5022,1,0,1.080431654,0.01,0.989351701
2017/9/2,5000,210.45,0.8002,4516.16,27,0.01,45.1616,1,0,1.107135265,0.01,0.982973304
2017/9/2,5000,241.64,0.8327,4559.2,27,0.9,4103.28,1,0,1.096683629,0.01,0.98625503
2017/9/2,5000,289.19,0.8107,4694.67,27,0.1,469.467,1,0,1.065037585,0.01,0.984434618
2017/9/2,5000,443.54,0.886,4928.17,27,0.09,443.5353,1,0,1.01457539,0.01,0.990798288
2017/9/2,5000,443.45,0.8868,4927.24,27,0.01,49.2724,1,0,1.014766888,0.01,0.990847427
2017/9/2,5000,335.98,0.8262,4779.21,27,0.1,477.921,1,0,1.046198012,0.01,0.986057584
2017/9/2,5000,242.02,0.824,4566.33,27,0.1,456.633,1,0,1.094971235,0.01,0.985470486
2017/9/2,5000,447.26,0.8529,4969.6,27,0.5,2484.8,1,0,1.006117193,0.01,0.988560419
2017/9/2,5000,447.27,0.8528,4969.63,27,0.5,2484.815,1,0,1.006111119,0.01,0.988552883
2017/9/2,5000,267.23,0.8752,4568.08,27,0.01,45.6808,1,0,1.094551759,0.01,0.989648055
2017/9/2,5000,254.59,0.8009,4628.98,27,0.01,46.2898,1,0,1.080151567,0.01,0.983296243
2017/9/2,5100,300.74,0.8709,4713.84,27,0.01,47.1384,1,0,1.081920472,0.01,0.989414737
2017/9/2,5300,217.5,0.8619,4657.35,27,1,4657.35,1,0,1.137986194,0.01,0.988417642
2017/9/2,5300,217.97,0.8629,4657.41,27,0.99,4610.8359,1,0,1.137971534,0.01,0.988495092
2017/9/2,5400,313.98,0.8702,4975.92,27,1,4975.92,1,0,1.085226451,0.01,0.98934566
2017/9/2,5400,207.69,0.8947,4656.65,27,0.99,4610.0835,1,0,1.159631924,0.01,0.990631409
2017/9/2,5400,206.32,0.8912,4657.41,27,1,4657.41,1,0,1.159442695,0.01,0.990403573
2017/9/2,5600,182.72,0.812,4846.68,27,0.05,242.334,1,0,1.155430109,0.01,0.983797904
2017/9/2,5600,196.64,0.778,4940.67,27,0.1,494.067,1,0,1.133449512,0.01,0.980161962
2017/9/2,5600,146.67,0.8561,4656.06,27,0.07,325.9242,1,0,1.202733642,0.01,0.987564855
2017/9/2,5600,161.15,0.7108,4928.19,27,0.5,2464.095,1,0,1.136319825,0.01,0.97029958
2017/9/2,5600,146.9,0.852,4663.59,27,0.05,233.1795,1,0,1.200791665,0.01,0.987232675
2017/9/2,5600,145.81,0.8708,4629.01,27,0.53,2453.3753,1,0,1.209761915,0.01,0.988695902
2017/9/2,5600,175.58,0.9037,4682.23,27,0.7,3277.561,1,0,1.196011302,0.01,0.991039887
2017/9/2,5600,183.17,0.805,4858.71,27,0.05,242.9355,1,0,1.152569303,0.01,0.983083383
2017/9/2,5600,182.41,0.8166,4838.47,27,0.05,241.9235,1,0,1.157390663,0.01,0.984252932
2017/9/2,5600,145.33,0.8807,4613.53,27,1.61,7427.7833,1,0,1.213821087,0.01,0.989410628
2017/9/2,5600,145.33,0.8807,4613.53,27,0.53,2445.1709,1,0,1.213821087,0.01,0.989410628
2017/9/2,5600,145.4,0.8794,4615.92,27,0.11,507.7512,1,0,1.213192603,0.01,0.989319527
2017/9/2,5600,145.59,0.876,4622.06,27,0.1,462.206,1,0,1.211580983,0.01,0.989077925
2017/9/2,3400,37.14,0.8797,4642.28,27,1,4642.28,-1,0,0.732398735,0.01,0.992083139
2017/9/2,3400,20.32,0.7216,4515.17,27,0.2,903.034,-1,0,0.753017051,0.01,0.978434253
2017/9/2,3500,57.77,0.8548,4548.89,27,1,4548.89,-1,0,0.769418474,0.01,0.990374572
2017/9/2,3500,54.59,0.8402,4548.78,27,1,4548.78,-1,0,0.76943708,0.01,0.989410598
2017/9/2,3600,68.08,0.839,4568.91,27,1,4568.91,-1,0,0.787934102,0.01,0.989173185
2017/9/2,3600,73.39,0.8549,4558.28,27,1,4558.28,-1,0,0.789771581,0.01,0.990228439
2017/9/2,3600,54.3,0.7944,4601.95,27,0.09,414.1755,-1,0,0.782277078,0.01,0.985694571
2017/9/2,3600,53.3,0.7514,4517,27,0.81,3658.77,-1,0,0.796989152,0.01,0.981212691
2017/9/2,3600,53.67,0.7671,4548.57,27,0.1,454.857,-1,0,0.791457535,0.01,0.982971555
2017/9/2,3600,50.49,0.7828,4632.15,27,1,4632.15,-1,0,0.777176905,0.01,0.984695858
2017/9/2,3600,186.3,1.2702,4657.41,27,0.1,465.741,-1,0,0.772961796,0.01,0.999637574
2017/9/2,3600,185.36,1.2674,4657.41,27,0.5,2328.705,-1,0,0.772961796,0.01,0.999628101
2017/9/2,3600,185.36,1.2674,4657.41,27,1,4657.41,-1,0,0.772961796,0.01,0.999628101
2017/9/2,3700,103.72,0.8966,4568.99,27,1,4568.99,-1,0,0.809806981,0.01,0.99250603
2017/9/2,3700,99.16,0.8817,4569.72,27,1,4569.72,-1,0,0.809677617,0.01,0.991706539
2017/9/2,3700,97.82,0.8776,4570.8,27,2.25,10284.3,-1,0,0.809486304,0.01,0.991475024
2017/9/2,3700,94.09,0.8629,4567.24,27,1,4567.24,-1,0,0.81011727,0.01,0.990589601
2017/9/2,3700,19.91,0.5643,4629.31,27,0.1,462.931,-1,0,0.799255181,0.01,0.948932992
2017/9/2,3800,103.95,0.7944,4519.77,27,0.5,2259.885,-1,0,0.840750746,0.01,0.985047398
2017/9/2,3800,90.2,0.9514,4928.74,27,0.3,1478.622,-1,0,0.770988123,0.01,0.995046166
2017/9/2,3800,86.17,0.7808,4608.02,27,0.02,92.1604,-1,0,0.824649199,0.01,0.983929284
2017/9/2,3800,96.17,0.7796,4536.25,27,0.35,1587.6875,-1,0,0.837696335,0.01,0.983653368
2017/9/2,3800,88.22,0.9428,4928.74,27,0.09,443.5866,-1,0,0.770988123,0.01,0.994731196
2017/9/2,3800,88.72,0.9446,4928.74,27,0.01,49.2874,-1,0,0.770988123,0.01,0.994798535
2017/9/2,3800,89.21,0.9465,4928.74,27,0.01,49.2874,-1,0,0.770988123,0.01,0.994868795
2017/9/2,3800,87.66,0.7876,4613.53,27,1,4613.53,-1,0,0.823664309,0.01,0.984599003
2017/9/2,3800,100.37,0.7794,4521.21,27,0.09,406.9089,-1,0,0.840482968,0.01,0.983599831
2017/9/2,3800,94.62,0.7799,4549.06,27,0.4,1819.624,-1,0,0.83533741,0.01,0.983711694
2017/9/2,3800,91.64,0.7846,4581.96,27,0.02,91.6392,-1,0,0.829339409,0.01,0.984245175
2017/9/2,3900,131.1,0.7983,4520.78,27,0.1,452.078,-1,0,0.862682988,0.01,0.985175315
2017/9/2,3900,118.78,0.7863,4568.33,27,0.1,456.833,-1,0,0.853703651,0.01,0.984129769
2017/9/2,4300,116.6,0.6904,4940.67,27,0.5,2470.335,-1,0,0.870327304,0.01,0.971784315
2017/9/2,4400,271.02,0.7853,4656.62,27,1,4656.62,-1,0,0.944891359,0.01,0.983010829
2017/9/2,4400,302.73,0.8529,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.988979234
2017/9/2,4400,279.44,0.8038,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.984866974
2017/9/2,4400,275.25,0.7949,4657.41,27,0.85,3958.7985,-1,0,0.944731084,0.01,0.983997347
2017/9/2,4400,256.16,0.7544,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.979492114
2017/9/2,4400,244.51,0.7297,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.976261527
2017/9/2,4400,232.87,0.7049,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.972610252
2017/9/2,4400,209.58,0.6551,4657.41,27,0.1,465.741,-1,0,0.944731084,0.01,0.963913127
2017/9/2,4400,141.63,0.6998,4969.63,27,0.5,2484.815,-1,0,0.885377785,0.01,0.972939403
2017/9/2,4400,251.36,0.7362,4637.6,27,0.1,463.76,-1,0,0.948766603,0.01,0.97708918
2017/9/2,4400,232.2,0.7,4643.9,27,0.29,1346.731,-1,0,0.947479489,0.01,0.971786066
2017/9/2,4400,232.14,0.6991,4642.9,27,0.11,510.719,-1,0,0.94768356,0.01,0.971638135
2017/9/2,4500,338.54,0.8297,4656.62,27,0.85,3958.127,-1,0,0.966366163,0.01,0.986999149
2017/9/2,4500,319.5,0.7914,4657.41,27,1,4657.41,-1,0,0.966202245,0.01,0.983419813
2017/9/2,4500,312.98,0.7781,4657.41,27,0.85,3958.7985,-1,0,0.966202245,0.01,0.981996437
2017/9/2,4500,339.47,0.8316,4656.62,27,1,4656.62,-1,0,0.966366163,0.01,0.987158159
2017/9/2,4500,359.03,0.8716,4656.62,27,1,4656.62,-1,0,0.966366163,0.01,0.99014054
2017/9/2,4500,403.51,0.8743,4538.96,27,1,4538.96,-1,0,0.991416536,0.01,0.990171405
2017/9/2,4500,182.92,0.6897,4917.2,27,1,4917.2,-1,0,0.915154966,0.01,0.970752657
2017/9/2,4500,341.44,0.8292,4639.19,27,0.1,463.919,-1,0,0.969996918,0.01,0.986927779
2017/9/2,4500,174.04,0.6697,4916.37,27,0.85,4178.9145,-1,0,0.915309466,0.01,0.967331913
2017/9/2,4500,350.88,0.7742,4551,27,0.1,455.1,-1,0,0.988793672,0.01,0.981298986
2017/9/2,4600,394.88,0.8416,4656.62,27,0.05,232.831,-1,0,0.987840966,0.01,0.987809757
2017/9/2,4600,394.42,0.8407,4656.62,27,0.85,3958.127,-1,0,0.987840966,0.01,0.987737725
2017/9/2,4600,326.02,0.7045,4657.41,27,0.1,465.741,-1,0,0.987673406,0.01,0.971771385
2017/9/2,4600,279.44,0.6113,4657.41,27,0.1,465.741,-1,0,0.987673406,0.01,0.953239557
2017/9/2,4600,358.04,0.7837,4674.16,27,0.85,3973.036,-1,0,0.984134048,0.01,0.982412695
2017/9/2,4600,389.73,0.8191,4634.09,27,0.1,463.409,-1,0,0.992643647,0.01,0.985855543
2017/9/2,4700,502.45,0.9472,4656.62,27,0.6,2793.972,-1,0,1.00931577,0.01,0.994029309
2017/9/2,4700,477.77,0.8982,4656.62,27,0.85,3958.127,-1,0,1.00931577,0.01,0.991563328
2017/9/2,4700,455.03,0.8539,4657.41,27,1,4657.41,-1,0,1.009144567,0.01,0.988615772
2017/9/2,4700,445.71,0.8354,4657.41,27,0.85,3958.7985,-1,0,1.009144567,0.01,0.98714404
2017/9/2,4700,478.7,0.9001,4656.62,27,1,4656.62,-1,0,1.00931577,0.01,0.991673358
2017/9/2,4700,470.1,0.7608,4524.55,27,0.2,904.91,-1,0,1.038777337,0.01,0.979089215
2017/9/2,4700,447.78,0.8173,4625.87,27,0.1,462.587,-1,0,1.016025094,0.01,0.985490975
2017/9/2,4800,376.23,0.6305,4702.83,27,0.1,470.283,-1,0,1.020662027,0.01,0.956759302
2017/9/2,4800,529.25,0.7922,4562.49,27,0.02,91.2498,-1,0,1.0520571,0.01,0.982633572
2017/9/2,4800,502.32,0.8256,4642.51,27,0.1,464.251,-1,0,1.03392346,0.01,0.986101274
2017/9/2,4900,442.45,0.5897,4657.41,27,0.01,46.5741,-1,0,1.052086889,0.01,0.945602177
2017/9/2,5000,585.53,0.7403,4650.77,27,0.4,1860.308,-1,0,1.075090791,0.01,0.975850207
2017/9/2,5000,556.39,0.8047,4759.52,27,1,4759.52,-1,0,1.050526103,0.01,0.983961755
